Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
1999-11-18 00:00:00-05:00,27.761129032441747,30.50673806098306,24.405388821878425,26.845928192138672,62546380,0.0,0.0
1999-11-19 00:00:00-05:00,26.197653855401743,26.23578857196877,24.290984730266324,24.634185791015625,15234146,0.0,0.0
1999-11-22 00:00:00-05:00,25.206190370597625,26.845928192138675,24.44352191907305,26.845928192138672,6577870,0.0,0.0
1999-11-23 00:00:00-05:00,25.9307287756167,26.617131113505646,24.405391693115234,24.405391693115234,5975611,0.0,0.0
1999-11-24 00:00:00-05:00,24.481652475766946,25.58752186761169,24.405384667452424,25.053653717041016,4843231,0.0,0.0
1999-11-26 00:00:00-05:00,24.9392538709977,25.32058804794761,24.862987686370847,25.129920959472656,1729466,0.0,0.0
1999-11-29 00:00:00-05:00,25.015522797405204,25.892590467333786,24.748587885499024,25.701923370361328,4074751,0.0,0.0
1999-11-30 00:00:00-05:00,25.625656080287378,26.19765738292038,24.97738858806648,25.74005699157715,4310034,0.0,0.0
1999-12-01 00:00:00-05:00,25.740054379219707,26.502722705327187,25.54938729769284,26.197654724121094,2957329,0.0,0.0
1999-12-02 00:00:00-05:00,26.693387651032108,27.45605754302373,26.350186606362787,26.92218780517578,3069868,0.0,0.0
1999-12-03 00:00:00-05:00,27.417920564659656,27.87552083516819,27.036586463600052,27.150985717773438,3041629,0.0,0.0
1999-12-06 00:00:00-05:00,27.608593955121776,28.333127611988182,27.57045923473271,27.91366195678711,2250780,0.0,0.0
1999-12-07 00:00:00-05:00,27.913662906453403,28.066195285567595,27.0365935920072,27.60859489440918,2215970,0.0,0.0
1999-12-08 00:00:00-05:00,27.6085979063888,27.83739650002103,27.34166458690976,27.570463180541992,1887859,0.0,0.0
1999-12-09 00:00:00-05:00,27.608592315449584,28.028061199554163,27.608592315449584,27.951791763305664,2029057,0.0,0.0
1999-12-10 00:00:00-05:00,27.875529154328472,28.028064792563974,27.30352783203125,27.30352783203125,1664738,0.0,0.0
1999-12-13 00:00:00-05:00,27.761129379272464,28.21873305895707,27.074728740469688,27.76112937927246,4020508,0.0,0.0
1999-12-14 00:00:00-05:00,27.68485914092393,27.68485914092393,25.663788990429076,26.235790252685547,2328928,0.0,0.0
1999-12-15 00:00:00-05:00,25.625657319739634,25.816326056747418,25.015524519709928,25.43499183654785,2917766,0.0,0.0
1999-12-16 00:00:00-05:00,25.625653890206088,28.828861236572266,25.625653890206088,28.828861236572266,2583923,0.0,0.0
1999-12-17 00:00:00-05:00,28.295001877836054,28.75260234613368,27.723000479009922,28.02806854248047,3708055,0.0,0.0
1999-12-20 00:00:00-05:00,28.218723500569663,28.638189059775623,28.142454077245862,28.60005760192871,1196828,0.0,0.0
1999-12-21 00:00:00-05:00,28.4856731094565,28.4856731094565,28.066204055101885,28.447538375854492,2259448,0.0,0.0
1999-12-22 00:00:00-05:00,28.447528068769486,29.019529342651367,28.256860977475526,29.019529342651367,1905754,0.0,0.0
1999-12-23 00:00:00-05:00,28.981401016741266,30.506737912359227,28.943266292824404,30.354202270507812,2159491,0.0,0.0
1999-12-27 00:00:00-05:00,30.468605143966577,32.45154258477484,30.2398032934126,32.22274398803711,2029616,0.0,0.0
1999-12-28 00:00:00-05:00,33.099816875511365,37.52329635620117,32.909149712616404,37.52329635620117,3560007,0.0,0.0
1999-12-29 00:00:00-05:00,38.43848454244544,48.238772776992796,38.40035307494772,43.9296989440918,10518552,0.0,0.0
1999-12-30 00:00:00-05:00,46.370242497384886,48.810780377420215,45.30250595468834,48.353179931640625,6671116,0.0,0.0
1999-12-31 00:00:00-05:00,48.505712618466305,48.772645924373386,46.52277205157705,47.17103958129883,1931197,0.0,0.0
2000-01-03 00:00:00-05:00,48.0481056780568,48.16250658818156,41.10782392754947,43.9296989440918,4674353,0.0,0.0
2000-01-04 00:00:00-05:00,41.56543417742659,42.0230379265119,39.50623032180907,40.57396697998047,4765083,0.0,0.0
2000-01-05 00:00:00-05:00,40.42143136391315,40.5739670317417,36.79875887368792,38.057159423828125,5758642,0.0,0.0
2000-01-06 00:00:00-05:00,37.59955600785039,37.828357864915304,35.46408285463232,36.60808563232422,2534434,0.0,0.0
2000-01-07 00:00:00-05:00,36.03608110856278,40.23075759518889,35.99794963824672,39.658756256103516,2819626,0.0,0.0
2000-01-10 00:00:00-05:00,42.099303400352895,42.480637682072825,41.22223390163377,42.0611686706543,2148446,0.0,0.0
2000-01-11 00:00:00-05:00,42.06115606685112,42.06115606685112,40.535819397045,41.48915481567383,1855985,0.0,0.0
2000-01-12 00:00:00-05:00,41.48915345371368,41.48915345371368,39.086747626869474,40.65021896362305,1429874,0.0,0.0
2000-01-13 00:00:00-05:00,41.71795340329949,42.59502257162287,40.26888302787155,41.260353088378906,1134337,0.0,0.0
2000-01-14 00:00:00-05:00,40.87904445475041,42.32811248043677,40.87904445475041,41.717979431152344,1316916,0.0,0.0
2000-01-18 00:00:00-05:00,41.87049140125588,44.46356454044615,41.565423398913076,43.624629974365234,2101753,0.0,0.0
2000-01-19 00:00:00-05:00,43.929702839015704,43.929702839015704,42.59503302812833,42.70943069458008,2624885,0.0,0.0
2000-01-20 00:00:00-05:00,43.16703683652807,43.243306296014346,41.184099220032,41.565433502197266,2007947,0.0,0.0
2000-01-21 00:00:00-05:00,42.17557159570853,42.32810401406612,40.53583345618938,41.94676971435547,1918336,0.0,0.0
2000-01-24 00:00:00-05:00,41.794227600097656,43.81529957045621,41.48915958033894,41.794227600097656,2095882,0.0,0.0
2000-01-25 00:00:00-05:00,41.94675606473973,42.480625862901626,40.5358202656969,41.29848861694336,1153769,0.0,0.0
2000-01-26 00:00:00-05:00,41.45102626483758,42.2518261204852,41.41289154388569,41.67982482910156,1022357,0.0,0.0
2000-01-27 00:00:00-05:00,42.63315749640726,43.0144916654543,41.031554637172775,41.75608825683594,868577,0.0,0.0
2000-01-28 00:00:00-05:00,42.404359597253546,42.404359597253546,41.14595616934604,41.52729034423828,1609238,0.0,0.0
2000-01-31 00:00:00-05:00,41.22222779662994,41.26036252068079,39.50622378303014,40.38329315185547,1040392,0.0,0.0
2000-02-01 00:00:00-05:00,40.42142704680201,43.929704732550164,40.42142704680201,43.3195686340332,1404291,0.0,0.0
2000-02-02 00:00:00-05:00,43.85344015486744,46.675315856933594,43.662773009612295,46.675315856933594,1945177,0.0,0.0
2000-02-03 00:00:00-05:00,45.87450150607651,47.43797302246094,45.03556691959874,47.43797302246094,1779514,0.0,0.0
2000-02-04 00:00:00-05:00,47.437970085906954,47.437970085906954,45.76009776300098,46.52276611328125,1145661,0.0,0.0
2000-02-07 00:00:00-05:00,47.39984317415859,48.81077920381115,46.52277377610987,48.505714416503906,1274277,0.0,0.0
2000-02-08 00:00:00-05:00,49.268370891015046,50.14544013334059,47.74303421003691,48.20063781738281,1169707,0.0,0.0
2000-02-09 00:00:00-05:00,47.36170746298705,48.00997825706136,46.17957330223761,46.21770477294922,1182848,0.0,0.0
2000-02-10 00:00:00-05:00,46.98037372676141,48.0862416273034,45.950768763162294,46.789703369140625,1066814,0.0,0.0
2000-02-11 00:00:00-05:00,46.67528977701855,46.865956815738095,45.64568516488118,45.988887786865234,751705,0.0,0.0
2000-02-14 00:00:00-05:00,45.91263146858786,46.94223304771935,45.64569495408132,46.63716506958008,837682,0.0,0.0
2000-02-15 00:00:00-05:00,46.71343607574258,50.641178972174735,46.71343607574258,49.954776763916016,2017594,0.0,0.0
2000-02-16 00:00:00-05:00,48.810781401271214,49.954784166624826,48.42944714615334,49.42091751098633,1801742,0.0,0.0
2000-02-17 00:00:00-05:00,49.42091319549268,59.183067321777344,47.36170644537881,59.183067321777344,944908,0.0,0.0
2000-02-18 00:00:00-05:00,53.996906800152416,58.496649846952195,53.72997357996408,57.20011520385742,4060072,0.0,0.0
2000-02-22 00:00:00-05:00,58.57292616711504,59.41186398514865,54.912123162393954,55.82732391357422,2227993,0.0,0.0
2000-02-23 00:00:00-05:00,55.90357048443663,61.31851698111514,55.90357048443663,60.403316497802734,1690042,0.0,0.0
2000-02-24 00:00:00-05:00,61.85236991723346,70.4323847815413,61.318503627202155,65.13184356689453,2956351,0.0,0.0
2000-02-25 00:00:00-05:00,63.07266793524417,69.51721385319453,62.99639850119209,65.9708023071289,2048210,0.0,0.0
2000-02-28 00:00:00-05:00,65.97082889722738,66.61909982506843,59.945749422842624,61.623619079589844,1675363,0.0,0.0
2000-02-29 00:00:00-05:00,61.89054807746624,65.20815875766361,61.81427862206501,63.377750396728516,958049,0.0,0.0
2000-03-01 00:00:00-05:00,63.759076022821326,68.18255416141615,63.606543640310846,66.58094787597656,1037875,0.0,0.0
2000-03-02 00:00:00-05:00,67.07666686120034,67.11479506508087,62.53879237457144,64.2452621459961,1188300,0.0,0.0
2000-03-03 00:00:00-05:00,64.02602507479865,68.18256747489171,64.02602507479865,65.89456176757812,1215841,0.0,0.0
2000-03-06 00:00:00-05:00,68.94522761834564,98.84183057211591,68.64015632340609,97.01142883300781,5693495,0.0,0.0
2000-03-07 00:00:00-05:00,95.18102312440641,98.23169710935873,79.92765319964481,86.6391372680664,7710809,0.0,0.0
2000-03-08 00:00:00-05:00,89.07968335397979,92.74049377441406,85.41887293354552,92.74049377441406,3953963,0.0,0.0
2000-03-09 00:00:00-05:00,89.6898212234417,93.9607678802103,88.46954889075548,93.35063171386719,2514583,0.0,0.0
2000-03-10 00:00:00-05:00,93.35062133648802,94.49462408084513,85.41886507103249,86.6391372680664,2479353,0.0,0.0
2000-03-13 00:00:00-05:00,79.35563605186921,84.77058390174165,79.0124365983153,80.08016967773438,2626702,0.0,0.0
2000-03-14 00:00:00-05:00,81.14791707662219,82.9783186768704,72.52976265122058,74.05509948730469,3522960,0.0,0.0
2000-03-15 00:00:00-05:00,78.17352633072548,78.17352633072548,69.09777243839866,69.7079086303711,3046242,0.0,0.0
2000-03-16 00:00:00-05:00,70.77562036960038,75.04656589532485,68.3350828581713,72.03402709960938,2769578,0.0,0.0
2000-03-17 00:00:00-05:00,72.79671215973114,77.48712116261545,72.07217182750433,73.90258026123047,1563803,0.0,0.0
2000-03-20 00:00:00-05:00,73.48311140554522,74.1313822806649,68.9452348026064,69.40283203125,1420648,0.0,0.0
2000-03-21 00:00:00-05:00,67.57239709017654,70.16546630859375,64.52172435903638,70.16546630859375,2528283,0.0,0.0
2000-03-22 00:00:00-05:00,69.28844441069582,73.78818693763816,66.54283460967864,72.87298583984375,1967965,0.0,0.0
2000-03-23 00:00:00-05:00,72.75858258714027,75.5041856708694,71.38577779145899,73.0255126953125,1951888,0.0,0.0
2000-03-24 00:00:00-05:00,72.45350274618717,73.82630738094397,70.92816570926465,73.21617126464844,1230520,0.0,0.0
2000-03-27 00:00:00-05:00,72.11031215844775,72.91111550368447,69.0596377062191,69.7079086303711,846769,0.0,0.0
2000-03-28 00:00:00-05:00,69.5553673707174,74.39830854364602,69.25029605968061,72.68230438232422,1392548,0.0,0.0
2000-03-29 00:00:00-05:00,72.60602854288956,73.82629404746051,67.11481099561006,68.3350830078125,1250371,0.0,0.0
2000-03-30 00:00:00-05:00,66.00895509542933,68.6401601837387,60.47960833417997,64.06415557861328,2034230,0.0,0.0
2000-03-31 00:00:00-05:00,64.67429888182025,64.67429888182025,54.912144980315794,63.45403289794922,3732940,0.0,0.0
2000-04-03 00:00:00-04:00,62.84386710388311,62.99639946669414,55.979852208708124,59.79319381713867,2030875,0.0,0.0
2000-04-04 00:00:00-04:00,59.79319306004947,62.46253215215223,50.03104061836293,57.047584533691406,3519884,0.0,0.0
2000-04-05 00:00:00-04:00,56.58999279646037,60.937201284132506,54.98838658686097,59.144927978515625,2109163,0.0,0.0
2000-04-06 00:00:00-04:00,60.02201112748377,64.06415557861328,59.221207881224565,64.06415557861328,1375073,0.0,0.0
2000-04-07 00:00:00-04:00,65.5894825703554,76.26684125746968,65.32255250775694,74.43643951416016,2975224,0.0,0.0
2000-04-10 00:00:00-04:00,74.4364482287898,74.4364482287898,64.29295498695768,65.3606948852539,2956071,0.0,0.0
2000-04-11 00:00:00-04:00,61.623581234794706,63.987855099811675,60.746515466472346,61.585453033447266,1896107,0.0,0.0
2000-04-12 00:00:00-04:00,59.79319601149083,60.55586436116612,50.64117581538726,52.471580505371094,4351555,0.0,0.0
2000-04-13 00:00:00-04:00,53.69185259442999,59.183063756282564,53.081716574750445,54.91212463378906,3736574,0.0,0.0
2000-04-14 00:00:00-04:00,53.53932834277292,54.56893018516926,49.42091771937124,50.45051956176758,2862685,0.0,0.0
2000-04-17 00:00:00-04:00,48.848913929132635,50.41238235243882,44.577971114853476,48.505714416503906,2757555,0.0,0.0
2000-04-18 00:00:00-04:00,47.59050366944229,53.69185062745445,45.83636511748752,53.08171463012695,3758243,0.0,0.0
2000-04-19 00:00:00-04:00,53.081705884487455,54.87397886116465,51.251304701709735,53.2342414855957,2423992,0.0,0.0
2000-04-20 00:00:00-04:00,53.61558561678058,55.979856964084526,53.31051761142812,54.87398910522461,1453081,0.0,0.0
2000-04-24 00:00:00-04:00,53.157981436131614,56.36118712884016,51.89957803763342,55.90358352661133,1698570,0.0,0.0
2000-04-25 00:00:00-04:00,57.73399640372134,58.30599770198998,54.91212463378907,54.91212463378906,1123293,0.0,0.0
2000-04-26 00:00:00-04:00,58.03907136297853,58.077206091093494,55.90359817250108,56.05613708496094,976503,0.0,0.0
2000-04-27 00:00:00-04:00,54.378264756881826,56.89506897766724,54.30199855391555,55.36973190307617,2281256,0.0,0.0
2000-04-28 00:00:00-04:00,54.912134400865824,54.95026262142686,53.043594541879855,54.07319641113281,1779374,0.0,0.0
2000-05-01 00:00:00-04:00,54.07319354113778,58.72547395067262,54.07319354113778,58.19160079956055,1895688,0.0,0.0
2000-05-02 00:00:00-04:00,59.94572063939973,63.5302601184932,59.44998887917472,61.4805908203125,4259426,0.0,0.0
2000-05-03 00:00:00-04:00,59.48813342592678,59.79319817377638,54.68332134769101,55.82732391357422,2327390,0.0,0.0
2000-05-04 00:00:00-04:00,55.82733141305703,55.82733141305703,53.84439076276479,55.06466293334961,1188300,0.0,0.0
2000-05-05 00:00:00-04:00,55.02652378135078,57.00946427212976,54.68332429461684,55.78919219970703,1263373,0.0,0.0
